No.,Time,Source,Destination,Protocol,Length,Info
7834,22.123934,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2601345 Win=2091584 Len=0
7835,22.123934,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2604105 Win=2088832 Len=0
7836,22.124007,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2604105 Win=2092928 Len=0
7837,22.124014,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2604105 Win=2097024 Len=0
7838,22.12569,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7839,22.125694,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7840,22.125695,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7841,22.125696,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7842,22.125696,157.240.1.23,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54853 [ACK] Seq=2442691 Ack=5968 Win=49920 Len=1380
7843,22.125698,157.240.1.23,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54853 [ACK] Seq=2450833 Ack=5968 Win=49920 Len=1380
7844,22.125699,157.240.1.23,10.97.172.240,TCP,1434,[TCP Out-Of-Order] 443  >  54853 [ACK] Seq=2452305 Ack=5968 Win=49920 Len=1380
7845,22.125725,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7846,22.125726,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7847,22.125737,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2606865 Win=2094336 Len=0
7848,22.125738,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2609625 Win=2091584 Len=0
7849,22.125764,10.97.172.240,157.240.1.23,TCP,66,[TCP Dup ACK 7848#1] 54853  >  443 [ACK] Seq=6010 Ack=2609625 Win=2091584 Len=0 SLE=2442691 SRE=2444071
7850,22.125764,10.97.172.240,157.240.1.23,TCP,66,[TCP Dup ACK 7848#2] 54853  >  443 [ACK] Seq=6010 Ack=2609625 Win=2091584 Len=0 SLE=2450833 SRE=2452213
7851,22.125764,10.97.172.240,157.240.1.23,TCP,66,[TCP Dup ACK 7848#3] 54853  >  443 [ACK] Seq=6010 Ack=2609625 Win=2091584 Len=0 SLE=2452305 SRE=2453685
7852,22.125764,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2612385 Win=2088832 Len=0
7853,22.125875,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7854,22.125887,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2612385 Win=2092928 Len=0
7855,22.125887,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2612385 Win=2097024 Len=0
7856,22.12667,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7857,22.126673,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7858,22.126673,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7859,22.126674,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7860,22.126675,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7861,22.126677,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7862,22.126712,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2615145 Win=2095744 Len=0
7863,22.126712,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2617905 Win=2092992 Len=0
7864,22.126713,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2620665 Win=2090240 Len=0
7865,22.126763,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7866,22.126765,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7867,22.126765,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7868,22.126766,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7869,22.126783,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2623425 Win=2087488 Len=0
7870,22.126784,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2626185 Win=2084672 Len=0
7871,22.126793,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2627565 Win=2087424 Len=0
7872,22.12681,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2627565 Win=2091520 Len=0
7873,22.126835,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2627565 Win=2095616 Len=0
7874,22.126884,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7875,22.126886,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7876,22.126887,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7877,22.126888,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7878,22.126888,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7879,22.126912,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2630325 Win=2092864 Len=0
7880,22.126917,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2633085 Win=2090240 Len=0
7881,22.12692,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2634465 Win=2092800 Len=0
7882,22.126932,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2634465 Win=2096896 Len=0
7883,22.127001,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2634465 Ack=5968 Win=49920 Len=1380
7884,22.127004,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7885,22.127005,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7886,22.127006,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7887,22.127025,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2637225 Win=2094336 Len=0
7888,22.127026,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2639985 Win=2091584 Len=0
7889,22.12713,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7890,22.127132,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7891,22.127132,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7892,22.127133,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7893,22.127134,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2645505 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7894,22.127141,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2639985 Win=2095680 Len=0
7895,22.127146,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2642745 Win=2094336 Len=0
7896,22.127152,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2645505 Win=2091584 Len=0
7897,22.127277,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2646885 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7898,22.127279,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2648265 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7899,22.12728,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2649645 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7900,22.127281,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2651025 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7901,22.127282,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2652405 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7902,22.127301,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2648265 Win=2088832 Len=0
7903,22.127302,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2651025 Win=2086080 Len=0
7904,22.127309,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2653785 Win=2083328 Len=0
7905,22.127368,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2653785 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7906,22.127371,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2655165 Ack=5968 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7907,22.127372,157.240.1.23,10.97.172.240,TLSv1.2,1434,"Encrypted Alert, Ignored Unknown Record"
7908,22.127373,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7909,22.127391,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2656545 Win=2080576 Len=0
7910,22.127391,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2659305 Win=2077824 Len=0
7911,22.127452,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2659305 Win=2081920 Len=0
7912,22.127496,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7913,22.127498,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7914,22.127499,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7915,22.1275,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7916,22.127501,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7917,22.127508,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2659305 Win=2086016 Len=0
7918,22.127513,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2662065 Win=2083264 Len=0
7919,22.127519,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2664825 Win=2080448 Len=0
7920,22.127547,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2666205 Win=2083200 Len=0
7921,22.127554,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2666205 Win=2087296 Len=0
7922,22.127597,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7923,22.127599,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7924,22.1276,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7925,22.127601,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7926,22.127618,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2668965 Win=2084544 Len=0
7927,22.127623,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2671725 Win=2081792 Len=0
7928,22.127659,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2671725 Win=2085888 Len=0
7929,22.127664,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2671725 Win=2089984 Len=0
7930,22.127676,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2671725 Win=2094080 Len=0
7931,22.127681,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2671725 Win=2097152 Len=0
7932,22.127761,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2671725 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7933,22.127763,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2673105 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7934,22.127781,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2674485 Win=2094336 Len=0
7935,22.128152,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2674485 Win=2097152 Len=0
7936,22.128688,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2674485 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7937,22.128691,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2675865 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7938,22.128692,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2677245 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7939,22.128692,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2678625 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7940,22.128693,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2680005 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7941,22.128694,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2681385 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7942,22.128722,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2677245 Win=2094336 Len=0
7943,22.128722,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2680005 Win=2091584 Len=0
7944,22.12873,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2682765 Win=2088832 Len=0
7945,22.128791,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2682765 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7946,22.128793,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2684145 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7947,22.128794,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2685525 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7948,22.128795,157.240.1.23,10.97.172.240,TCP,1326,"443  >  54853 [PSH, ACK] Seq=2686905 Ack=6010 Win=49920 Len=1272 [TCP segment of a reassembled PDU]"
7949,22.128818,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2685525 Win=2086080 Len=0
7950,22.128819,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2688177 Win=2083456 Len=0
7951,22.128855,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2688177 Win=2087552 Len=0
7952,22.12892,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2688177 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7953,22.128922,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2689557 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7954,22.128923,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2690937 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7955,22.128924,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2692317 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7956,22.128925,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2693697 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7957,22.128932,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2688177 Win=2091648 Len=0
7958,22.128932,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2688177 Win=2095744 Len=0
7959,22.128938,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2690937 Win=2094336 Len=0
7960,22.128942,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2693697 Win=2091584 Len=0
7961,22.128992,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2695077 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7962,22.128995,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2696457 Ack=6010 Win=49920 Len=1380 [TCP segment of a reassembled PDU]
7963,22.128996,157.240.1.23,10.97.172.240,TLSv1.2,1434,"Encrypted Alert, Ignored Unknown Record"
7964,22.128997,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7965,22.129017,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2696457 Win=2088832 Len=0
7966,22.129018,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2699217 Win=2086080 Len=0
7967,22.129123,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7968,22.129125,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7969,22.129126,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7970,22.129127,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7971,22.129128,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7972,22.129155,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2701977 Win=2083328 Len=0
7973,22.129156,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2704737 Win=2080576 Len=0
7974,22.129156,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2077824 Len=0
7975,22.129207,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2081920 Len=0
7976,22.129251,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7977,22.129253,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7978,22.129254,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7979,22.129255,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7980,22.129256,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7981,22.129264,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2086016 Len=0
7982,22.129264,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2090112 Len=0
7983,22.129264,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2094208 Len=0
7984,22.129264,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2707497 Win=2097152 Len=0
7985,22.129274,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2710257 Win=2094336 Len=0
7986,22.129275,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2713017 Win=2091584 Len=0
7987,22.129353,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7988,22.129355,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7989,22.129356,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7990,22.129357,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7991,22.129375,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2715777 Win=2088832 Len=0
7992,22.129375,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2718537 Win=2086080 Len=0
7993,22.129422,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2719917 Win=2088768 Len=0
7994,22.129454,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2719917 Win=2092864 Len=0
7995,22.129459,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2719917 Win=2096960 Len=0
7996,22.1295,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7997,22.129502,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=2721297 Ack=6010 Win=49920 Len=1380
7998,22.129503,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
7999,22.129504,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8000,22.129505,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8001,22.129524,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2722677 Win=2094336 Len=0
8002,22.129524,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2725437 Win=2091584 Len=0
8003,22.129641,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8004,22.129643,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8005,22.129644,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8006,22.129645,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8007,22.129646,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8008,22.129675,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2728197 Win=2088832 Len=0
8009,22.129675,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2730957 Win=2086080 Len=0
8010,22.129676,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2733717 Win=2083328 Len=0
8011,22.129738,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8012,22.129772,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2735097 Win=2086016 Len=0
8013,22.129805,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2735097 Win=2090112 Len=0
8014,22.129841,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2735097 Win=2094208 Len=0
8015,22.129869,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2735097 Win=2097152 Len=0
8016,22.131894,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8017,22.131898,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8018,22.131899,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8019,22.1319,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8020,22.1319,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8021,22.131903,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8022,22.131904,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8023,22.131935,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8024,22.131936,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8025,22.131945,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2737857 Win=2094336 Len=0
8026,22.131945,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2740617 Win=2091584 Len=0
8027,22.131982,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2743377 Win=2088832 Len=0
8028,22.131983,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2746137 Win=2086080 Len=0
8029,22.13205,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8030,22.13206,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2747517 Win=2088768 Len=0
8031,22.132077,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2748897 Win=2091520 Len=0
8032,22.132084,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2748897 Win=2095616 Len=0
8033,22.132683,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8034,22.132685,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8035,22.132686,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8036,22.132687,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8037,22.132687,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8038,22.132688,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8039,22.13272,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2751657 Win=2094336 Len=0
8040,22.13272,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2754417 Win=2091584 Len=0
8041,22.13272,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2757177 Win=2088832 Len=0
8042,22.132799,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8043,22.132801,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8044,22.132803,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8045,22.132804,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8046,22.132805,157.240.1.23,10.97.172.240,TLSv1.2,1434,Ignored Unknown Record
8047,22.132809,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2757177 Win=2092928 Len=0
8048,22.132824,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2759937 Win=2090176 Len=0
8049,22.132829,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=6010 Ack=2759937 Win=2094272 Len=0
8050,22.132832,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=6010 Ack=2762697 Win=2091520 Len=0
